season,gw,player_id,web_name,team_id,position,b0,share,club_minutes,group_minutes,n_gws_on_club,group_size,eligible,identity_reason,b1,availability0,p_start,p_sub,p_60
2022-23,1,29,Coutinho,2,MID,0.72,0.0,0,0,0,1,0,live_or_gw1,0.72,1.0,0.72,0.0784,0.675872
2022-23,1,31,Martínez,2,GKP,0.85,0.0,0,0,0,1,0,live_or_gw1,0.85,1.0,0.85,0.012,0.79146
2022-23,1,32,Chambers,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,33,Digne,2,DEF,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,34,Traoré,2,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,35,Olsen,2,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,36,Sanson,2,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,37,McGinn,2,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,38,Hause,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,39,Mings,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,40,Watkins,2,FWD,0.72,0.0,0,0,0,1,0,live_or_gw1,0.72,1.0,0.72,0.0784,0.675872
2022-23,1,41,Nakamba,2,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,42,Buendía,2,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,43,Cash,2,DEF,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,44,Konsa,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,45,Bailey,2,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,46,Douglas Luiz,2,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,47,Ramsey,2,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,49,Iroegbunam,2,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,50,Diego Carlos,2,DEF,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,51,El Ghazi,2,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,52,Davis,2,FWD,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,53,Kamara,2,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,54,Archer,2,FWD,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,55,Philogene-Bidace,2,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,56,Guilbert,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,479,Dendoncker,2,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,525,Augustinsson,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,537,Kesler Hayden,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,538,Young,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,638,Bogarde,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,670,Marschall,2,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,672,Kadan Young,2,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,694,Álex Moreno,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,707,Sinisalo,2,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,711,Durán,2,FWD,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,744,Swinkels,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,745,Zych,2,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,753,Wright,2,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,754,Revan,2,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,755,Patterson,2,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,761,O'Reilly,2,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,57,Smith,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,58,Stanislas,3,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,59,Fredericks,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,60,Brooks,3,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,61,Lowe,3,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,62,Moore,3,FWD,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,63,Marcondes,3,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,64,Lerma,3,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,65,Stacey,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,66,Solanke,3,FWD,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,67,Cook,3,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,68,Pearson,3,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,69,Christie,3,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,70,Billing,3,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,71,Mepham,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,72,Travers,3,GKP,0.85,0.0,0,0,0,1,0,live_or_gw1,0.85,1.0,0.85,0.006,0.79098
2022-23,1,73,Kelly,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,74,Dembélé,3,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,75,Anthony,3,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,76,Zemura,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,77,Dennis,3,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,404,Stephens,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,505,Rothwell,3,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,535,Tavernier,3,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,539,Hill,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,571,Randolph,3,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,574,Neto,3,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,576,Senesi,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,597,Saydee,3,FWD,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,598,Bevan,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,649,Plain,3,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,695,Adu-Adjei,3,FWD,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,696,Dacosta Gonzalez,3,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,697,Sadi,3,FWD,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,705,Ouattara,3,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,706,Pollock,3,FWD,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,714,Semenyo,3,FWD,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,718,Viña,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,722,Zabarnyi,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,723,H.Traorè,3,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,737,Greenwood,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,738,Kinsey-Wellings,3,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,78,Jansson,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,79,Nørgaard,4,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,80,Toney,4,FWD,0.72,0.0,0,0,0,1,0,live_or_gw1,0.72,1.0,0.72,0.0784,0.675872
2022-23,1,81,Raya,4,GKP,0.85,0.0,0,0,0,1,0,live_or_gw1,0.85,1.0,0.85,0.006,0.79098
2022-23,1,82,Canós,4,DEF,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,83,Dasilva,4,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,84,Ajer,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,85,Henry,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,86,Janelt,4,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,87,Ghoddos,4,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,88,Jensen,4,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,89,Wissa,4,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,90,Roerslev,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,91,Bech,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,92,Pinnock,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,93,Onyeka,4,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,94,Baptiste,4,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,95,Mbeumo,4,FWD,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,96,Goode,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,97,Forss,4,FWD,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,98,Thompson,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,99,Bidstrup,4,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,100,Balcombe,4,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,510,Hickey,4,DEF,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,515,Lewis-Potter,4,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,517,Strakosha,4,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,526,Mee,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,540,Stevens,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,541,Dervişoğlu,4,FWD,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,580,Damsgaard,4,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,595,Zanka,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,632,Trevitt,4,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,633,Cox,4,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,646,Crama,4,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,650,Yarmolyuk,4,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,688,Schade,4,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,752,Olakigbe,4,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,101,Lallana,5,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,102,Steele,5,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,103,Welbeck,5,FWD,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,104,Groß,5,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,106,Dunk,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,107,March,5,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,108,Webster,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,109,Veltman,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,113,Sánchez,5,GKP,0.85,0.0,0,0,0,1,0,live_or_gw1,0.85,1.0,0.85,0.006,0.79098
2022-23,1,114,Lamptey,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,115,Alzate,5,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,116,Mac Allister,5,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,117,Moder,5,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,118,Mwepu,5,MID,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,119,Sarmiento,5,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,120,Caicedo,5,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,121,Richards,5,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,122,Roberts,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,123,Undav,5,FWD,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,124,Mitoma,5,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,125,Enciso,5,FWD,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,126,Kozłowski,5,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,149,Gilmour,5,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,542,Scherpen,5,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,543,Clarke,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,544,Van Hecke,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,559,Colwill,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,586,Estupiñán,5,DEF,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,596,Ferguson,5,FWD,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,640,Turns,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,651,Moran,5,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,652,Furlong,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,677,Hinshelwood,5,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,679,Buonanotte,5,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,719,Ayari,5,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,736,Offiah,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,756,McGill,5,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
2022-23,1,762,Peupion,5,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,765,Samuels,5,DEF,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,48,Chukwuemeka,6,MID,0.1,0.0,0,0,0,1,0,live_or_gw1,0.1,1.0,0.1,0.198,0.10884
2022-23,1,112,Cucurella,6,DEF,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,127,Azpilicueta,6,DEF,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,128,Thiago Silva,6,DEF,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,129,Alonso,6,DEF,0.45,0.0,0,0,0,1,0,live_or_gw1,0.45,1.0,0.45,0.154,0.43082
2022-23,1,131,Barkley,6,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,132,Kovacic,6,MID,0.18,0.0,0,0,0,1,0,live_or_gw1,0.18,1.0,0.18,0.1804,0.181832
2022-23,1,133,Arrizabalaga,6,GKP,0.04,0.0,0,0,0,1,0,live_or_gw1,0.04,1.0,0.04,0.0384,0.040272
