season,gw,player_id,web_name,mu0,ep_next,mu1,blended,identity_reason
2024-25,2,31,Buendia,1.5504,1.0,1.35776,1,
2024-25,2,32,Cash,0.5476,0.9,0.67094,1,
2024-25,2,33,Dendoncker,0.5,0.0,0.325,1,
2024-25,2,34,Diaby,0.0,0.0,0.0,1,
2024-25,2,35,Diego Carlos,0.9448,0.9,0.92912,1,
2024-25,2,36,Digne,0.5244,0.9,0.65586,1,
2024-25,2,37,Dobbin,0.0,0.0,0.0,1,
2024-25,2,38,Duran,1.4672,1.0,1.30368,1,
2024-25,2,39,Gauci,0.16,0.0,0.104,1,
2024-25,2,40,Hause,0.5236,0.0,0.34034,1,
2024-25,2,41,Iling Jr,1.4792,1.0,1.31148,1,
2024-25,2,42,Kamara,0.0,0.0,0.0,1,
2024-25,3,1,Fábio Vieira,0.0,0.0,0.0,1,
2024-25,3,2,G.Jesus,0.0,0.0,0.0,1,
2024-25,3,3,Gabriel,1.7136,7.0,3.56384,1,
2024-25,3,4,Havertz,2.5664,8.0,4.46816,1,
2024-25,3,5,Hein,0.0,0.0,0.0,1,
2024-25,3,6,J.Timber,1.5976,4.5,2.61344,1,
2024-25,3,7,Jorginho,1.4672,1.0,1.30368,1,
2024-25,3,8,Kiwior,1.7364,1.0,1.47866,1,
2024-25,3,9,Martinelli,2.6432,4.0,3.11808,1,
2024-25,3,12,Nwaneri,0.51,1.0,0.6815,1,
2024-25,3,13,Ødegaard,2.9044,3.5,3.11286,1,
2024-25,3,15,Raya,3.0648,10.0,5.49212,1,
2024-25,3,16,Rice,1.6372,3.5,2.28918,1,
2024-25,3,17,Saka,3.988,10.0,6.0922,1,
2024-25,3,18,Saliba,1.6164,7.0,3.50066,1,
2024-25,3,20,Thomas,0.6952,8.0,3.25188,1,
2024-25,3,21,Tierney,0.0,0.0,0.0,1,
2024-25,3,22,Tomiyasu,0.0,0.0,0.0,1,
2024-25,3,23,Trossard,1.7772,5.0,2.90518,1,
2024-25,3,24,White,1.684,7.0,3.5446,1,
2024-25,3,25,Zinchenko,0.7016,4.0,1.85604,1,
2024-25,3,73,Neto,0.2044,3.5,1.35786,1,
2024-25,3,186,Sterling,3.2428,0.0,2.10782,1,
2024-25,3,578,Calafiori,1.6968,1.5,1.62792,1,
2024-25,3,597,Lewis-Skelly,0.4668,1.0,0.65342,1,
2024-25,3,633,Merino,0.0,0.0,0.0,1,
2024-25,3,28,Bailey,1.4736,2.0,1.65784,1,
2024-25,3,29,Barkley,0.7224,1.0,0.81956,1,
2024-25,3,30,Barrenechea,0.7004,0.5,0.63026,1,
2024-25,3,31,Buendia,0.6988,0.5,0.62922,1,
2024-25,3,32,Cash,0.0,0.0,0.0,1,
2024-25,3,33,Dendoncker,0.4588,0.5,0.47322,1,
2024-25,3,34,Diaby,0.0,0.0,0.0,1,
2024-25,3,35,Diego Carlos,0.0,0.0,0.0,1,
2024-25,3,36,Digne,0.4688,2.5,1.17972,1,
2024-25,3,37,Dobbin,0.0,0.0,0.0,1,
2024-25,3,38,Duran,1.456,4.0,2.3464,1,
2024-25,3,39,Gauci,0.1576,0.5,0.27744,1,
2024-25,3,40,Hause,0.4716,0.5,0.48154,1,
2024-25,3,41,Iling Jr,0.0,0.0,0.0,1,
2024-25,4,1,Fábio Vieira,0.0,0.0,0.0,1,
2024-25,4,2,G.Jesus,1.4584,1.0,1.29796,1,
2024-25,4,3,Gabriel,0.9872,5.7,2.63668,1,
2024-25,4,4,Havertz,1.1576,8.3,3.65744,1,
2024-25,4,5,Hein,0.0,0.0,0.0,1,
2024-25,4,6,J.Timber,1.3856,3.7,2.19564,1,
2024-25,4,7,Jorginho,1.4432,1.0,1.28808,1,
2024-25,4,8,Kiwior,1.516,1.0,1.3354,1,
2024-25,4,9,Martinelli,1.5496,3.3,2.16224,1,
2024-25,4,12,Nwaneri,0.426,1.0,0.6269,1,
2024-25,4,13,Ødegaard,0.7512,1.6,1.04828,1,
2024-25,4,15,Raya,2.6812,7.7,4.43778,1,
2024-25,4,16,Rice,0.0,0.0,0.0,1,
2024-25,4,17,Saka,1.5184,9.0,4.13696,1,
2024-25,4,18,Saliba,0.966,5.7,2.6229,1,
2024-25,4,20,Thomas,0.8836,6.0,2.67434,1,
2024-25,4,21,Tierney,0.0,0.0,0.0,1,
2024-25,4,22,Tomiyasu,0.0,0.0,0.0,1,
2024-25,4,23,Trossard,1.6052,4.0,2.44338,1,
2024-25,4,24,White,1.0028,5.7,2.64682,1,
2024-25,4,25,Zinchenko,0.6736,3.3,1.59284,1,
2024-25,4,73,Neto,0.2096,3.3,1.29124,1,
2024-25,4,186,Sterling,2.9484,1.0,2.26646,1,
2024-25,4,578,Calafiori,0.8712,0.8,0.84628,1,
2024-25,4,597,Lewis-Skelly,0.446,1.0,0.6399,1,
2024-25,4,633,Merino,0.0,0.0,0.0,1,
2024-25,4,638,Oulad M'hand,0.47,2.1,1.0405,1,
2024-25,4,639,Setford,0.1584,3.2,1.22296,1,
2024-25,4,28,Bailey,0.7756,0.7,0.74914,1,
2024-25,4,29,Barkley,0.7436,0.7,0.72834,1,
2024-25,4,30,Barrenechea,0.0,0.0,0.0,1,
2024-25,4,31,Buendia,0.7624,0.0,0.49556,1,
2024-25,4,32,Cash,0.0,0.0,0.0,1,
2024-25,4,33,Dendoncker,0.0,0.0,0.0,1,
2024-25,4,34,Diaby,0.0,0.0,0.0,1,
2024-25,4,35,Diego Carlos,0.5604,0.0,0.36426,1,
2024-25,4,36,Digne,1.0524,3.7,1.97906,1,
2024-25,4,37,Dobbin,0.0,0.0,0.0,1,
2024-25,4,38,Duran,1.4512,4.7,2.58828,1,
2024-25,4,39,Gauci,0.1872,0.0,0.12168,1,
2024-25,5,1,Fábio Vieira,0.0,0.0,0.0,1,
2024-25,5,2,G.Jesus,1.4376,0.3,1.03944,1,
2024-25,5,3,Gabriel,1.988,7.7,3.9872,1,
2024-25,5,4,Havertz,2.3764,4.0,2.94466,1,
2024-25,5,5,Hein,0.0,0.0,0.0,1,
2024-25,5,6,J.Timber,0.9232,4.0,2.00008,1,
2024-25,5,7,Jorginho,0.6776,0.7,0.68544,1,
2024-25,5,8,Kiwior,1.462,0.0,0.9503,1,
2024-25,5,9,Martinelli,1.05,2.3,1.4875,1,
2024-25,5,12,Nwaneri,0.4492,0.3,0.39698,1,
2024-25,5,13,Ødegaard,0.0,0.0,0.0,1,
2024-25,5,15,Raya,2.792,7.0,4.2648,1,
2024-25,5,16,Rice,1.0392,0.0,0.67548,1,
2024-25,5,17,Saka,3.5168,6.3,4.49092,1,
2024-25,5,18,Saliba,2.0628,4.3,2.84582,1,
2024-25,5,20,Thomas,1.8692,5.0,2.96498,1,
2024-25,5,21,Tierney,0.0,0.0,0.0,1,
2024-25,5,22,Tomiyasu,0.0,0.0,0.0,1,
2024-25,5,23,Trossard,1.5908,3.7,2.32902,1,
2024-25,5,24,White,2.118,4.7,3.0217,1,
2024-25,5,25,Zinchenko,0.4556,0.1,0.33114,1,
2024-25,5,73,Neto,0.1836,1.0,0.46934,1,
2024-25,5,186,Sterling,1.542,0.3,1.1073,1,
2024-25,5,578,Calafiori,1.4964,0.7,1.21766,1,
2024-25,5,597,Lewis-Skelly,0.456,0.0,0.2964,1,
2024-25,5,633,Merino,0.0,0.0,0.0,1,
2024-25,5,638,Oulad M'hand,0.4892,0.0,0.31798,1,
2024-25,5,639,Setford,0.154,0.0,0.1001,1,
2024-25,5,657,Kacurri,0.5012,1.0,0.67578,1,
2024-25,5,659,Kabia,0.4488,1.1,0.67672,1,
2024-25,5,28,Bailey,1.1548,1.0,1.10062,1,
2024-25,5,29,Barkley,0.75,2.0,1.1875,1,
2024-25,5,30,Barrenechea,0.0,0.0,0.0,1,
2024-25,5,31,Buendia,0.6848,0.3,0.55012,1,
2024-25,5,32,Cash,0.3436,0.1,0.25834,1,
2024-25,5,33,Dendoncker,0.0,0.0,0.0,1,
2024-25,5,34,Diaby,0.0,0.0,0.0,1,
2024-25,5,35,Diego Carlos,0.9768,0.0,0.63492,1,
2024-25,5,36,Digne,2.3832,4.3,3.05408,1,
2024-25,5,37,Dobbin,0.0,0.0,0.0,1,
2024-25,6,1,Fábio Vieira,0.0,0.0,0.0,1,
2024-25,6,2,G.Jesus,1.5104,1.8,1.61176,1,
2024-25,6,3,Gabriel,3.098,9.5,5.3387,1,
2024-25,6,4,Havertz,3.3072,5.5,4.07468,1,
2024-25,6,5,Hein,0.0,0.0,0.0,1,
2024-25,6,6,J.Timber,2.4372,4.2,3.05418,1,
2024-25,6,7,Jorginho,0.662,2.2,1.2003,1,
2024-25,6,8,Kiwior,0.8068,1.8,1.15442,1,
2024-25,6,9,Martinelli,1.166,4.5,2.3329,1,
2024-25,6,12,Nwaneri,0.4736,1.8,0.93784,1,
2024-25,6,13,Ødegaard,0.0,0.0,0.0,1,
2024-25,6,15,Raya,0.4264,4.9,1.99216,1,
2024-25,6,16,Rice,1.0976,1.2,1.13344,1,
2024-25,6,17,Saka,4.0764,7.2,5.16966,1,
2024-25,6,18,Saliba,2.2204,4.2,2.91326,1,
2024-25,6,20,Thomas,2.2364,3.2,2.57366,1,
2024-25,6,21,Tierney,0.0,0.0,0.0,1,
2024-25,6,22,Tomiyasu,0.0,0.0,0.0,1,
2024-25,6,23,Trossard,1.1924,2.2,1.54506,1,
2024-25,6,24,White,2.4556,4.5,3.17114,1,
2024-25,6,25,Zinchenko,0.0,0.0,0.0,1,
2024-25,6,73,Neto,3.7536,1.5,2.96484,1,
2024-25,6,186,Sterling,1.782,1.8,1.7883,1,
2024-25,6,578,Calafiori,1.6488,4.8,2.75172,1,
2024-25,6,597,Lewis-Skelly,0.4476,1.5,0.81594,1,
2024-25,6,633,Merino,0.0,0.0,0.0,1,
2024-25,6,638,Oulad M'hand,0.4948,1.5,0.84662,1,
2024-25,6,639,Setford,0.188,1.5,0.6472,1,
2024-25,6,657,Kacurri,0.486,1.5,0.8409,1,
2024-25,6,659,Kabia,0.4852,1.5,0.84038,1,
2024-25,6,28,Bailey,1.0744,1.2,1.11836,1,
2024-25,6,29,Barkley,0.7132,2.2,1.23358,1,
2024-25,6,30,Barrenechea,0.0,0.0,0.0,1,
2024-25,6,31,Buendia,0.67,1.2,0.8555,1,
2024-25,6,32,Cash,0.3228,0.2,0.27982,1,
2024-25,6,33,Dendoncker,0.0,0.0,0.0,1,
2024-25,6,34,Diaby,0.0,0.0,0.0,1,
2024-25,6,35,Diego Carlos,0.3876,0.9,0.56694,1,
2024-25,6,36,Digne,1.9432,4.5,2.83808,1,
2024-25,6,37,Dobbin,0.0,0.0,0.0,1,
2024-25,7,1,Fábio Vieira,0.0,0.0,0.0,1,
2024-25,7,2,G.Jesus,1.562,2.2,1.7853,1,
2024-25,7,3,Gabriel,3.0876,9.2,5.22694,1,
2024-25,7,4,Havertz,3.5308,4.8,3.97502,1,
2024-25,7,5,Hein,0.0,0.0,0.0,1,
2024-25,7,6,J.Timber,1.8388,3.9,2.56022,1,
2024-25,7,7,Jorginho,0.6772,2.2,1.21018,1,
2024-25,7,8,Kiwior,0.7944,1.8,1.14636,1,
2024-25,7,9,Martinelli,1.2244,8.5,3.77086,1,
2024-25,7,12,Nwaneri,0.518,2.2,1.1067,1,
2024-25,7,13,Ødegaard,0.0,0.0,0.0,1,
2024-25,7,15,Raya,4.0072,6.2,4.77468,1,
2024-25,7,16,Rice,1.1336,2.5,1.61184,1,
2024-25,7,17,Saka,4.1704,6.2,4.88076,1,
2024-25,7,18,Saliba,2.1944,3.5,2.65136,1,
2024-25,7,20,Thomas,2.1824,3.5,2.64356,1,
2024-25,7,21,Tierney,0.0,0.0,0.0,1,
2024-25,7,22,Tomiyasu,1.618,1.1,1.4367,1,
2024-25,7,23,Trossard,2.6868,5.8,3.77642,1,
2024-25,7,24,White,0.91,2.8,1.5715,1,
2024-25,7,25,Zinchenko,0.0,0.0,0.0,1,
2024-25,7,73,Neto,0.1912,1.5,0.64928,1,
2024-25,7,186,Sterling,1.8264,2.2,1.95716,1,
2024-25,7,578,Calafiori,1.7048,4.5,2.68312,1,
2024-25,7,597,Lewis-Skelly,0.4588,1.5,0.82322,1,
2024-25,7,633,Merino,1.6084,1.5,1.57046,1,
2024-25,7,638,Oulad M'hand,0.4776,1.5,0.83544,1,
2024-25,7,639,Setford,0.1468,1.5,0.62042,1,
2024-25,7,657,Kacurri,0.5832,1.5,0.90408,1,
2024-25,7,659,Kabia,0.47,1.5,0.8305,1,
2024-25,7,662,Nichols,0.5064,2.7,1.27416,1,
2024-25,7,28,Bailey,0.9388,1.5,1.13522,1,
2024-25,7,29,Barkley,0.7588,1.7,1.08822,1,
2024-25,7,30,Barrenechea,0.0,0.0,0.0,1,
2024-25,7,31,Buendia,0.762,1.0,0.8453,1,
2024-25,7,32,Cash,0.544,0.0,0.3536,1,
2024-25,7,33,Dendoncker,0.0,0.0,0.0,1,
2024-25,7,34,Diaby,0.0,0.0,0.0,1,
2024-25,7,35,Diego Carlos,0.532,1.0,0.6958,1,
2024-25,7,36,Digne,2.3276,1.7,2.10794,1,
2024-25,8,1,Fábio Vieira,0.0,0.0,0.0,1,
2024-25,8,2,G.Jesus,1.4452,1.7,1.53438,1,
2024-25,8,3,Gabriel,2.7272,4.3,3.27768,1,
2024-25,8,4,Havertz,2.6536,4.7,3.36984,1,
2024-25,8,5,Hein,0.0,0.0,0.0,1,
2024-25,8,6,J.Timber,1.6732,2.2,1.85758,1,
2024-25,8,7,Jorginho,0.6416,1.7,1.01204,1,
2024-25,8,8,Kiwior,0.7208,1.7,1.06352,1,
2024-25,8,9,Martinelli,0.9812,6.8,3.01778,1,
2024-25,8,12,Nwaneri,0.4664,1.3,0.75816,1,
2024-25,8,13,Ødegaard,0.0,0.0,0.0,1,
2024-25,8,15,Raya,3.3584,3.3,3.33796,1,
2024-25,8,16,Rice,1.968,2.7,2.2242,1,
2024-25,8,17,Saka,2.9448,6.5,4.18912,1,
2024-25,8,18,Saliba,1.8464,2.0,1.90016,1,
2024-25,8,20,Thomas,2.1,2.7,2.31,1,
2024-25,8,21,Tierney,0.0,0.0,0.0,1,
2024-25,8,22,Tomiyasu,0.0,0.0,0.0,1,
2024-25,8,23,Trossard,1.1104,4.7,2.36676,1,
2024-25,8,24,White,0.7836,1.0,0.85934,1,
2024-25,8,25,Zinchenko,0.5808,0.8,0.65752,1,
2024-25,8,73,Neto,0.0,0.0,0.0,1,
2024-25,8,186,Sterling,1.5652,1.7,1.61238,1,
2024-25,8,578,Calafiori,1.0044,4.7,2.29786,1,
2024-25,8,597,Lewis-Skelly,0.4612,1.0,0.64978,1,
2024-25,8,633,Merino,1.4952,1.3,1.42688,1,
2024-25,8,638,Oulad M'hand,0.4492,1.0,0.64198,1,
2024-25,8,639,Setford,0.1704,1.0,0.46076,1,
2024-25,8,657,Kacurri,0.4588,1.0,0.64822,1,
2024-25,8,659,Kabia,0.4536,1.0,0.64484,1,
2024-25,8,662,Nichols,0.4928,1.0,0.67032,1,
2024-25,8,665,Butler-Oyedeji,0.4264,2.0,0.97716,1,
2024-25,8,28,Bailey,1.1056,3.0,1.76864,1,
2024-25,8,29,Barkley,0.6392,1.0,0.76548,1,
2024-25,8,30,Barrenechea,0.0,0.0,0.0,1,
2024-25,8,31,Buendia,0.734,0.7,0.7221,1,
2024-25,8,32,Cash,0.7324,2.0,1.17606,1,
2024-25,8,33,Dendoncker,0.0,0.0,0.0,1,
2024-25,8,34,Diaby,0.0,0.0,0.0,1,
2024-25,8,35,Diego Carlos,0.4228,3.0,1.32482,1,
2024-25,9,1,Fábio Vieira,0.0,0.0,0.0,1,
2024-25,9,2,G.Jesus,1.5656,1.0,1.36764,1,
2024-25,9,3,Gabriel,2.9232,1.3,2.35508,1,
2024-25,9,4,Havertz,3.734,5.3,4.2821,1,
2024-25,9,5,Hein,0.0,0.0,0.0,1,
2024-25,9,6,J.Timber,0.9368,1.0,0.95892,1,
2024-25,9,7,Jorginho,0.714,0.7,0.7091,1,
2024-25,9,8,Kiwior,0.7628,0.3,0.60082,1,
2024-25,9,9,Martinelli,1.4292,6.7,3.27398,1,
2024-25,9,12,Nwaneri,0.4556,0.7,0.54114,1,
2024-25,9,13,Ødegaard,0.0,0.0,0.0,1,
2024-25,9,15,Raya,3.6132,1.3,2.80358,1,
2024-25,9,16,Rice,2.1852,2.0,2.12038,1,
2024-25,9,17,Saka,0.7956,1.6,1.07714,1,
2024-25,9,18,Saliba,0.0,0.0,0.0,1,
2024-25,9,20,Thomas,2.2216,2.0,2.14404,1,
2024-25,9,21,Tierney,0.0,0.0,0.0,1,
2024-25,9,22,Tomiyasu,0.0,0.0,0.0,1,
2024-25,9,23,Trossard,1.254,5.3,2.6701,1,
2024-25,9,24,White,1.1048,0.0,0.71812,1,
2024-25,9,25,Zinchenko,0.7552,0.0,0.49088,1,
2024-25,9,73,Neto,0.2332,0.0,0.15158,1,
2024-25,9,186,Sterling,1.768,1.0,1.4992,1,
2024-25,9,578,Calafiori,1.888,0.8,1.5072,1,
2024-25,9,597,Lewis-Skelly,0.4504,0.0,0.29276,1,
2024-25,9,633,Merino,1.584,1.0,1.3796,1,
2024-25,9,638,Oulad M'hand,0.478,0.0,0.3107,1,
2024-25,9,639,Setford,0.178,0.0,0.1157,1,
2024-25,9,657,Kacurri,0.5028,0.0,0.32682,1,
2024-25,9,659,Kabia,0.4788,0.0,0.31122,1,
2024-25,9,662,Nichols,0.5112,0.0,0.33228,1,
2024-25,9,665,Butler-Oyedeji,0.466,0.0,0.3029,1,
2024-25,9,28,Bailey,1.1492,3.0,1.79698,1,
2024-25,9,29,Barkley,0.768,1.3,0.9542,1,
2024-25,9,30,Barrenechea,0.0,0.0,0.0,1,
2024-25,9,31,Buendia,0.7148,0.7,0.70962,1,
2024-25,9,32,Cash,0.8192,2.7,1.47748,1,
2024-25,9,33,Dendoncker,0.0,0.0,0.0,1,
2024-25,9,34,Diaby,0.0,0.0,0.0,1,
2024-25,9,35,Diego Carlos,2.2672,3.0,2.52368,1,
2024-25,10,1,Fábio Vieira,0.0,0.0,0.0,1,
2024-25,10,2,G.Jesus,1.4524,1.7,1.53906,1,
2024-25,10,3,Gabriel,2.046,1.7,1.9249,1,
2024-25,10,4,Havertz,3.1296,5.0,3.78424,1,
2024-25,10,5,Hein,0.0,0.0,0.0,1,
2024-25,10,6,J.Timber,0.8596,1.7,1.15374,1,
2024-25,10,7,Jorginho,0.6424,1.7,1.01256,1,
2024-25,10,8,Kiwior,0.6764,1.7,1.03466,1,
2024-25,10,9,Martinelli,1.3476,4.0,2.27594,1,
2024-25,10,12,Nwaneri,0.4568,1.7,0.89192,1,
2024-25,10,13,Ødegaard,0.0,0.0,0.0,1,
2024-25,10,15,Raya,3.1708,2.0,2.76102,1,
2024-25,10,16,Rice,2.06,4.0,2.739,1,
2024-25,10,17,Saka,2.608,9.3,4.9502,1,
2024-25,10,18,Saliba,1.3576,0.7,1.12744,1,
2024-25,10,20,Thomas,2.0716,3.0,2.39654,1,
2024-25,10,21,Tierney,0.0,0.0,0.0,1,
2024-25,10,22,Tomiyasu,0.0,0.0,0.0,1,
2024-25,10,23,Trossard,2.9328,3.0,2.95632,1,
2024-25,10,24,White,0.742,1.7,1.0773,1,
2024-25,10,25,Zinchenko,0.6976,1.0,0.80344,1,
2024-25,10,73,Neto,0.1828,1.0,0.46882,1,
2024-25,10,186,Sterling,1.5656,1.7,1.61264,1,
2024-25,10,578,Calafiori,0.0,0.0,0.0,1,
2024-25,10,597,Lewis-Skelly,0.45,1.3,0.7475,1,
2024-25,10,633,Merino,1.4864,4.7,2.61116,1,
2024-25,10,638,Oulad M'hand,0.458,1.0,0.6477,1,
2024-25,10,639,Setford,0.1772,1.0,0.46518,1,
2024-25,10,657,Kacurri,0.4768,1.0,0.65992,1,
2024-25,10,659,Kabia,0.4328,1.0,0.63132,1,
2024-25,10,662,Nichols,0.4832,1.0,0.66408,1,
2024-25,10,665,Butler-Oyedeji,0.442,1.0,0.6373,1,
2024-25,10,28,Bailey,1.0628,2.2,1.46082,1,
2024-25,10,29,Barkley,0.0,0.0,0.0,1,
2024-25,10,30,Barrenechea,0.0,0.0,0.0,1,
2024-25,10,31,Buendia,0.7148,-0.2,0.39462,1,
2024-25,10,32,Cash,1.9196,2.5,2.12274,1,
2024-25,10,33,Dendoncker,0.0,0.0,0.0,1,
2024-25,10,34,Diaby,0.0,0.0,0.0,1,
2024-25,10,35,Diego Carlos,0.7292,2.2,1.24398,1,
2024-25,11,1,Fábio Vieira,0.0,0.0,0.0,1,
2024-25,11,2,G.Jesus,1.4904,1.2,1.38876,1,
2024-25,11,3,Gabriel,2.5152,1.8,2.26488,1,
2024-25,11,4,Havertz,2.3772,1.7,2.14018,1,
2024-25,11,5,Hein,0.0,0.0,0.0,1,
2024-25,11,6,J.Timber,0.9104,1.5,1.11676,1,
2024-25,11,7,Jorginho,0.6472,0.5,0.59568,1,
2024-25,11,8,Kiwior,0.678,0.8,0.7207,1,
2024-25,11,9,Martinelli,1.3688,2.2,1.65972,1,
2024-25,11,12,Nwaneri,0.4272,1.5,0.80268,1,
2024-25,11,13,Ødegaard,1.2408,0.5,0.98152,1,
2024-25,11,15,Raya,3.0104,1.8,2.58676,1,
2024-25,11,16,Rice,1.6116,2.6,1.95754,1,
2024-25,11,17,Saka,2.6628,4.2,3.20082,1,
2024-25,11,18,Saliba,1.3468,0.2,0.94542,1,
2024-25,11,20,Thomas,1.9612,2.5,2.14978,1,
2024-25,11,21,Tierney,0.0,0.0,0.0,1,
2024-25,11,22,Tomiyasu,0.0,0.0,0.0,1,
2024-25,11,23,Trossard,1.3248,2.8,1.84112,1,
2024-25,11,24,White,0.9292,2.2,1.37398,1,
2024-25,11,25,Zinchenko,0.662,0.8,0.7103,1,
2024-25,11,73,Neto,0.2188,0.5,0.31722,1,
2024-25,11,186,Sterling,0.0,0.0,0.0,1,
2024-25,11,578,Calafiori,0.0,0.0,0.0,1,
2024-25,11,597,Lewis-Skelly,0.4584,0.8,0.57796,1,
2024-25,11,633,Merino,0.8904,3.2,1.69876,1,
2024-25,11,638,Oulad M'hand,0.4824,0.5,0.48856,1,
2024-25,11,639,Setford,0.1804,0.5,0.29226,1,
2024-25,11,657,Kacurri,0.504,0.5,0.5026,1,
2024-25,11,659,Kabia,0.4628,0.5,0.47582,1,
2024-25,11,662,Nichols,0.4744,0.5,0.48336,1,
2024-25,11,665,Butler-Oyedeji,0.4328,0.5,0.45632,1,
2024-25,11,28,Bailey,1.0404,1.0,1.02626,1,
2024-25,11,29,Barkley,0.0,0.0,0.0,1,
2024-25,11,30,Barrenechea,0.0,0.0,0.0,1,
2024-25,11,31,Buendia,0.7,-0.7,0.21,1,
2024-25,11,32,Cash,0.6616,0.1,0.46504,1,
2024-25,11,33,Dendoncker,0.0,0.0,0.0,1,
2024-25,11,34,Diaby,0.0,0.0,0.0,1,
2024-25,11,35,Diego Carlos,0.7588,-0.3,0.38822,1,
2024-25,12,1,Fábio Vieira,0.0,0.0,0.0,1,
2024-25,12,2,G.Jesus,1.6184,1.7,1.64696,1,
2024-25,12,3,Gabriel,2.8488,2.7,2.79672,1,
2024-25,12,4,Havertz,3.2296,2.3,2.90424,1,
2024-25,12,5,Hein,0.0,0.0,0.0,1,
2024-25,12,6,J.Timber,1.5964,2.7,1.98266,1,
2024-25,12,7,Jorginho,0.6984,1.0,0.80396,1,
2024-25,12,8,Kiwior,0.7636,1.3,0.95134,1,
