season,e024_gate,gw,strategy,movement,player_id,mu_lift,u_lift,v2b_mu_lift,actual_pts,mu_error,treat_mu,ctrl_mu
2022-23,FAIL,1,safe,left,595,0.074,-0.0827,0.074,0.0,-0.574,0.574,0.5
2022-23,FAIL,1,safe,left,182,-0.0388,-0.0424,-0.0388,3.0,-0.1,3.1,3.1388
2022-23,FAIL,1,safe,left,345,0.0,0.0,0.0,0.0,-2.7476,2.7476,2.7476
2022-23,FAIL,2,balanced,entered,595,0.0716,0.0716,0.0716,0.0,-0.9616,0.9616,0.89
2022-23,FAIL,2,balanced,entered,596,0.0,0.0,0.0,0.0,-0.6112,0.6112,0.6112
2022-23,FAIL,2,balanced,entered,285,0.7988,0.7988,0.7988,3.0,-0.5096,3.5096,2.7108
2022-23,FAIL,2,balanced,entered,303,2.604,2.604,2.604,3.0,-2.5728,5.5728,2.9688
2022-23,FAIL,2,balanced,left,329,0.0,0.0,0.0,1.0,-1.2572,2.2572,2.2572
2022-23,FAIL,2,balanced,left,482,0.0,0.0,0.0,1.0,-1.8388,2.8388,2.8388
2022-23,FAIL,2,balanced,left,406,0.0,0.0,0.0,2.0,-1.1796,3.1796,3.1796
2022-23,FAIL,2,balanced,left,454,0.0,0.0,0.0,1.0,-2.4296,3.4296,3.4296
2022-23,FAIL,2,safe,entered,110,0.0,0.0,0.0,0.0,-2.906,2.906,2.906
2022-23,FAIL,2,safe,entered,303,2.604,1.7131,2.604,3.0,-2.5728,5.5728,2.9688
2022-23,FAIL,2,safe,left,406,0.0,0.0,0.0,2.0,-1.1796,3.1796,3.1796
2022-23,FAIL,2,safe,left,454,0.0,0.0,0.0,1.0,-2.4296,3.4296,3.4296
2022-23,FAIL,3,balanced,entered,261,1.4832,1.4832,1.4832,7.0,2.7584,4.2416,2.7584
2022-23,FAIL,3,balanced,entered,303,1.944,1.944,1.944,0.0,-4.6048,4.6048,2.6608
2022-23,FAIL,3,balanced,entered,595,0.2116,0.2116,0.2116,0.0,-0.9212,0.9212,0.7096
2022-23,FAIL,3,balanced,entered,343,0.0,0.0,0.0,0.0,-0.7532,0.7532,0.7532
2022-23,FAIL,3,balanced,entered,701,0.0,0.0,0.0,0.0,-2.3524,2.3524,2.3524
2022-23,FAIL,3,balanced,entered,446,1.6212,1.6212,1.6212,3.0,-1.3672,4.3672,2.746
2022-23,FAIL,3,balanced,entered,255,1.25,1.25,1.25,2.0,-2.028,4.028,2.778
2022-23,FAIL,3,balanced,left,439,0.0016,0.0016,0.0016,0.0,-0.7792,0.7792,0.7776
2022-23,FAIL,3,balanced,left,585,0.0,0.0,0.0,0.0,-3.6232,3.6232,3.6232
2022-23,FAIL,3,balanced,left,110,0.0,0.0,0.0,0.0,-3.3596,3.3596,3.3596
2022-23,FAIL,3,balanced,left,465,1.3436,1.3436,1.3436,2.0,-2.3044,4.3044,2.9608
2022-23,FAIL,3,balanced,left,180,0.0,0.0,0.0,0.0,-1.112,1.112,1.112
2022-23,FAIL,3,balanced,left,503,0.0,0.0,0.0,1.0,-1.366,2.366,2.366
2022-23,FAIL,3,balanced,left,283,1.186,1.186,1.186,8.0,3.4368,4.5632,3.3772
2022-23,FAIL,3,safe,entered,128,0.1224,0.0043,0.1224,1.0,-0.5284,1.5284,1.406
2022-23,FAIL,3,safe,entered,303,1.944,1.2246,1.944,0.0,-4.6048,4.6048,2.6608
2022-23,FAIL,3,safe,entered,446,1.6212,1.0037,1.6212,3.0,-1.3672,4.3672,2.746
2022-23,FAIL,3,safe,entered,456,0.0444,-0.0071,0.0444,0.0,-1.1488,1.1488,1.1044
2022-23,FAIL,3,safe,left,489,-0.0704,-0.0081,-0.0704,0.0,-0.6932,0.6932,0.7636
2022-23,FAIL,3,safe,left,283,1.186,0.7786,1.186,8.0,3.4368,4.5632,3.3772
2022-23,FAIL,3,safe,left,180,0.0,0.0,0.0,0.0,-1.112,1.112,1.112
2022-23,FAIL,3,safe,left,503,0.0,0.0,0.0,1.0,-1.366,2.366,2.366
2022-23,FAIL,4,balanced,entered,5,0.0024,0.0024,0.0024,1.0,-0.004,1.004,1.0016
2022-23,FAIL,4,balanced,entered,426,0.0,0.0,0.0,0.0,-3.0184,3.0184,3.0184
2022-23,FAIL,4,balanced,entered,465,1.0044,1.0044,1.0044,3.0,-0.5792,3.5792,2.5748
2022-23,FAIL,4,balanced,entered,314,0.8644,0.8644,0.8644,4.0,0.4512,3.5488,2.6844
2022-23,FAIL,4,balanced,entered,446,1.1856,1.1856,1.1856,6.0,2.396,3.604,2.4184
2022-23,FAIL,4,balanced,left,489,0.0136,0.0136,0.0136,0.0,-0.8276,0.8276,0.814
2022-23,FAIL,4,balanced,left,300,0.872,0.872,0.872,4.0,0.508,3.492,2.62
2022-23,FAIL,4,balanced,left,301,0.824,0.824,0.824,2.0,-2.3688,4.3688,3.5448
2022-23,FAIL,4,balanced,left,81,-0.0116,-0.0116,-0.0116,6.0,2.662,3.338,3.3496
2022-23,FAIL,4,balanced,left,149,0.0,0.0,0.0,0.0,-1.7236,1.7236,1.7236
2022-23,FAIL,4,safe,entered,446,1.1856,0.7218,1.1856,6.0,2.396,3.604,2.4184
2022-23,FAIL,4,safe,entered,439,-0.0144,0.0099,-0.0144,0.0,-0.6288,0.6288,0.6432
2022-23,FAIL,4,safe,left,314,0.8644,0.5018,0.8644,4.0,0.4512,3.5488,2.6844
2022-23,FAIL,4,safe,left,595,0.0676,-0.0428,0.0676,2.0,1.06,0.94,0.8724
2022-23,FAIL,5,balanced,entered,261,1.4424,1.4424,1.4424,1.0,-3.028,4.028,2.5856
2022-23,FAIL,5,balanced,entered,357,1.0772,1.0772,1.0772,0.0,-3.154,3.154,2.0768
2022-23,FAIL,5,balanced,entered,249,0.3132,0.3132,0.3132,2.0,-0.4332,2.4332,2.12
2022-23,FAIL,5,balanced,entered,457,0.3212,0.3212,0.3212,2.0,-0.58,2.58,2.2588
2022-23,FAIL,5,balanced,entered,303,2.5872,2.5872,2.5872,4.0,-1.2708,5.2708,2.6836
2022-23,FAIL,5,balanced,entered,463,0.208,0.208,0.208,2.0,-0.4008,2.4008,2.1928
2022-23,FAIL,5,balanced,entered,465,1.1432,1.1432,1.1432,2.0,-1.8672,3.8672,2.724
2022-23,FAIL,5,balanced,entered,279,1.1072,1.1072,1.1072,9.0,5.4956,3.5044,2.3972
2022-23,FAIL,5,balanced,entered,697,0.0,0.0,0.0,0.0,-0.4828,0.4828,0.4828
2022-23,FAIL,5,balanced,entered,285,0.576,0.576,0.576,2.0,-1.2212,3.2212,2.6452
2022-23,FAIL,5,balanced,entered,255,1.2076,1.2076,1.2076,2.0,-1.7528,3.7528,2.5452
2022-23,FAIL,5,balanced,left,288,0.0,0.0,0.0,0.0,-3.03,3.03,3.03
2022-23,FAIL,5,balanced,left,257,-0.2196,-0.2196,-0.2196,0.0,-2.128,2.128,2.3476
2022-23,FAIL,5,balanced,left,258,-0.0736,-0.0736,-0.0736,0.0,-2.2412,2.2412,2.3148
2022-23,FAIL,5,balanced,left,235,0.0772,0.0772,0.0772,4.0,1.6356,2.3644,2.2872
2022-23,FAIL,5,balanced,left,301,0.762,0.762,0.762,1.0,-3.176,4.176,3.414
2022-23,FAIL,5,balanced,left,210,0.0,0.0,0.0,9.0,6.4736,2.5264,2.5264
2022-23,FAIL,5,balanced,left,211,0.0,0.0,0.0,1.0,-0.9184,1.9184,1.9184
2022-23,FAIL,5,balanced,left,116,0.3692,0.3692,0.3692,10.0,7.2324,2.7676,2.3984
2022-23,FAIL,5,balanced,left,57,0.0,0.0,0.0,6.0,3.7488,2.2512,2.2512
2022-23,FAIL,5,balanced,left,156,-0.1408,-0.1408,-0.1408,2.0,-0.1672,2.1672,2.308
2022-23,FAIL,5,balanced,left,318,0.0,0.0,0.0,17.0,13.44,3.56,3.56
2022-23,FAIL,5,safe,entered,261,1.4424,0.8734,1.4424,1.0,-3.028,4.028,2.5856
2022-23,FAIL,5,safe,entered,357,1.0772,0.5049,1.0772,0.0,-3.154,3.154,2.0768
2022-23,FAIL,5,safe,entered,457,0.3212,0.1717,0.3212,2.0,-0.58,2.58,2.2588
2022-23,FAIL,5,safe,entered,463,0.208,0.1558,0.208,2.0,-0.4008,2.4008,2.1928
2022-23,FAIL,5,safe,entered,303,2.5872,1.6809,2.5872,4.0,-1.2708,5.2708,2.6836
2022-23,FAIL,5,safe,entered,465,1.1432,0.7029,1.1432,2.0,-1.8672,3.8672,2.724
2022-23,FAIL,5,safe,entered,695,0.0,0.0,0.0,0.0,-0.4652,0.4652,0.4652
2022-23,FAIL,5,safe,entered,249,0.3132,0.1526,0.3132,2.0,-0.4332,2.4332,2.12
2022-23,FAIL,5,safe,entered,279,1.1072,0.733,1.1072,9.0,5.4956,3.5044,2.3972
2022-23,FAIL,5,safe,entered,285,0.576,0.3359,0.576,2.0,-1.2212,3.2212,2.6452
2022-23,FAIL,5,safe,entered,255,1.2076,0.7586,1.2076,2.0,-1.7528,3.7528,2.5452
2022-23,FAIL,5,safe,left,257,-0.2196,-0.1137,-0.2196,0.0,-2.128,2.128,2.3476
2022-23,FAIL,5,safe,left,258,-0.0736,-0.0714,-0.0736,0.0,-2.2412,2.2412,2.3148
2022-23,FAIL,5,safe,left,71,0.0,0.0,0.0,8.0,5.7696,2.2304,2.2304
2022-23,FAIL,5,safe,left,680,0.0,0.0,0.0,0.0,-2.8404,2.8404,2.8404
2022-23,FAIL,5,safe,left,394,0.0,0.0,0.0,1.0,-1.1436,2.1436,2.1436
2022-23,FAIL,5,safe,left,301,0.762,0.4976,0.762,1.0,-3.176,4.176,3.414
2022-23,FAIL,5,safe,left,209,0.0,0.0,0.0,2.0,-0.296,2.296,2.296
2022-23,FAIL,5,safe,left,210,0.0,0.0,0.0,9.0,6.4736,2.5264,2.5264
2022-23,FAIL,5,safe,left,116,0.3692,0.1712,0.3692,10.0,7.2324,2.7676,2.3984
2022-23,FAIL,5,safe,left,57,0.0,0.0,0.0,6.0,3.7488,2.2512,2.2512
2022-23,FAIL,5,safe,left,318,0.0,0.0,0.0,17.0,13.44,3.56,3.56
2022-23,FAIL,6,balanced,entered,356,0.7308,0.7308,0.7308,0.0,-3.3292,3.3292,2.5984
2022-23,FAIL,6,balanced,entered,261,1.0744,1.0744,1.0744,2.0,-1.4236,3.4236,2.3492
2022-23,FAIL,6,balanced,entered,357,1.3584,1.3584,1.3584,8.0,4.3084,3.6916,2.3332
2022-23,FAIL,6,balanced,entered,303,1.8184,1.8184,1.8184,1.0,-3.3852,4.3852,2.5668
2022-23,FAIL,6,balanced,entered,145,0.5964,0.5964,0.5964,6.0,2.7788,3.2212,2.6248
2022-23,FAIL,6,balanced,entered,435,0.3988,0.3988,0.3988,0.0,-2.6924,2.6924,2.2936
2022-23,FAIL,6,balanced,entered,380,0.0,0.0,0.0,0.0,-0.4612,0.4612,0.4612
2022-23,FAIL,6,balanced,entered,477,0.5964,0.5964,0.5964,5.0,2.2284,2.7716,2.1752
2022-23,FAIL,6,balanced,entered,446,1.292,1.292,1.292,1.0,-2.9188,3.9188,2.6268
2022-23,FAIL,6,balanced,left,480,0.16,0.16,0.16,2.0,-0.768,2.768,2.608
2022-23,FAIL,6,balanced,left,288,0.0,0.0,0.0,1.0,-1.8292,2.8292,2.8292
2022-23,FAIL,6,balanced,left,64,0.0,0.0,0.0,2.0,-0.252,2.252,2.252
2022-23,FAIL,6,balanced,left,104,0.2288,0.2288,0.2288,5.0,1.8888,3.1112,2.8824
2022-23,FAIL,6,balanced,left,106,0.028,0.028,0.028,1.0,-1.66,2.66,2.632
2022-23,FAIL,6,balanced,left,235,0.0704,0.0704,0.0704,0.0,-2.4356,2.4356,2.3652
2022-23,FAIL,6,balanced,left,427,0.3352,0.3352,0.3352,9.0,5.4244,3.5756,3.2404
2022-23,FAIL,6,balanced,left,461,0.134,0.134,0.134,1.0,-1.4992,2.4992,2.3652
2022-23,FAIL,6,balanced,left,210,0.0,0.0,0.0,5.0,2.3204,2.6796,2.6796
2022-23,FAIL,6,safe,entered,33,0.3432,0.2528,0.3432,1.0,-1.604,2.604,2.2608
2022-23,FAIL,6,safe,entered,356,0.7308,0.4884,0.7308,0.0,-3.3292,3.3292,2.5984
2022-23,FAIL,6,safe,entered,357,1.3584,0.7026,1.3584,8.0,4.3084,3.6916,2.3332
2022-23,FAIL,6,safe,entered,518,0.0,0.0,0.0,0.0,-3.3004,3.3004,3.3004
2022-23,FAIL,6,safe,entered,103,0.8644,0.4983,0.8644,5.0,2.0008,2.9992,2.1348
2022-23,FAIL,6,safe,entered,303,1.8184,1.0616,1.8184,1.0,-3.3852,4.3852,2.5668
2022-23,FAIL,6,safe,entered,145,0.5964,0.4019,0.5964,6.0,2.7788,3.2212,2.6248
2022-23,FAIL,6,safe,entered,446,1.292,0.8406,1.292,1.0,-2.9188,3.9188,2.6268
2022-23,FAIL,6,safe,left,480,0.16,0.0687,0.16,2.0,-0.768,2.768,2.608
2022-23,FAIL,6,safe,left,40,0.296,0.1828,0.296,2.0,-0.8552,2.8552,2.5592
2022-23,FAIL,6,safe,left,427,0.3352,0.2364,0.3352,9.0,5.4244,3.5756,3.2404
2022-23,FAIL,6,safe,left,461,0.134,0.0724,0.134,1.0,-1.4992,2.4992,2.3652
2022-23,FAIL,6,safe,left,16,0.2768,0.0555,0.2768,1.0,-1.72,2.72,2.4432
2022-23,FAIL,6,safe,left,210,0.0,0.0,0.0,5.0,2.3204,2.6796,2.6796
2022-23,FAIL,6,safe,left,116,0.3784,0.1764,0.3784,14.0,11.0972,2.9028,2.5244
2022-23,FAIL,6,safe,left,31,-0.0156,-0.0125,-0.0156,3.0,-0.568,3.568,3.5836
2022-23,FAIL,8,balanced,entered,16,0.18,0.18,0.18,6.0,3.4264,2.5736,2.3936
2022-23,FAIL,8,balanced,entered,468,0.0788,0.0788,0.0788,2.0,-0.3824,2.3824,2.3036
2022-23,FAIL,8,balanced,entered,477,0.4104,0.4104,0.4104,1.0,-1.5996,2.5996,2.1892
2022-23,FAIL,8,balanced,entered,182,-0.0536,-0.0536,-0.0536,0.0,-3.54,3.54,3.5936
2022-23,FAIL,8,balanced,left,480,0.1364,0.1364,0.1364,1.0,-1.5668,2.5668,2.4304
2022-23,FAIL,8,balanced,left,445,-0.01,-0.01,-0.01,1.0,-1.4152,2.4152,2.4252
2022-23,FAIL,8,balanced,left,526,0.0,0.0,0.0,1.0,-1.4876,2.4876,2.4876
2022-23,FAIL,8,balanced,left,31,-0.114,-0.114,-0.114,6.0,2.4984,3.5016,3.6156
2022-23,FAIL,8,safe,entered,16,0.18,0.0511,0.18,6.0,3.4264,2.5736,2.3936
2022-23,FAIL,8,safe,entered,454,0.0,0.0,0.0,1.0,-1.5476,2.5476,2.5476
2022-23,FAIL,8,safe,entered,303,1.8008,1.0706,1.8008,1.0,-3.2448,4.2448,2.444
2022-23,FAIL,8,safe,left,468,0.0788,0.0253,0.0788,2.0,-0.3824,2.3824,2.3036
2022-23,FAIL,8,safe,left,356,0.622,-0.2464,0.622,0.0,-3.402,3.402,2.78
2022-23,FAIL,8,safe,left,445,-0.01,-0.041,-0.01,1.0,-1.4152,2.4152,2.4252
2022-23,FAIL,9,balanced,entered,357,0.8612,0.8612,0.8612,7.0,3.8572,3.1428,2.2816
2022-23,FAIL,9,balanced,entered,262,0.7836,0.7836,0.7836,0.0,-2.4824,2.4824,1.6988
2022-23,FAIL,9,balanced,entered,39,0.1636,0.1636,0.1636,6.0,3.492,2.508,2.3444
2022-23,FAIL,9,balanced,left,356,0.5216,0.0,0.5216,6.0,3.0388,2.9612,2.4396
2022-23,FAIL,9,balanced,left,209,0.0,0.0,0.0,0.0,-2.4172,2.4172,2.4172
2022-23,FAIL,9,balanced,left,484,0.0508,0.0508,0.0508,1.0,-1.4464,2.4464,2.3956
2022-23,FAIL,9,safe,entered,66,0.0,0.0,0.0,2.0,-0.3244,2.3244,2.3244
2022-23,FAIL,9,safe,entered,261,1.0488,0.627,1.0488,18.0,14.4864,3.5136,2.4648
2022-23,FAIL,9,safe,entered,357,0.8612,0.4068,0.8612,7.0,3.8572,3.1428,2.2816
2022-23,FAIL,9,safe,entered,454,0.0,0.0,0.0,5.0,2.7544,2.2456,2.2456
2022-23,FAIL,9,safe,entered,463,0.1264,0.0933,0.1264,0.0,-2.4808,2.4808,2.3544
2022-23,FAIL,9,safe,left,288,1.1496,-0.3382,1.1496,1.0,-2.9212,3.9212,2.7716
2022-23,FAIL,9,safe,left,356,0.5216,-0.2058,0.5216,6.0,3.0388,2.9612,2.4396
2022-23,FAIL,9,safe,left,484,0.0508,0.0371,0.0508,1.0,-1.4464,2.4464,2.3956
2022-23,FAIL,9,safe,left,209,0.0,0.0,0.0,0.0,-2.4172,2.4172,2.4172
2022-23,FAIL,9,safe,left,468,0.162,0.0479,0.162,3.0,0.4572,2.5428,2.3808
2022-23,FAIL,10,safe,entered,407,0.3148,0.1264,0.3148,2.0,-0.5732,2.5732,2.2584
2022-23,FAIL,10,safe,left,67,0.0,0.0,0.0,2.0,-0.1212,2.1212,2.1212
2022-23,FAIL,11,balanced,entered,40,0.2352,0.2352,0.2352,2.0,-0.6152,2.6152,2.38
2022-23,FAIL,11,balanced,entered,538,0.1656,0.1656,0.1656,1.0,-1.4516,2.4516,2.286
2022-23,FAIL,11,balanced,left,617,0.0,0.0,0.0,1.0,-1.4968,2.4968,2.4968
2022-23,FAIL,11,balanced,left,209,0.0,0.0,0.0,0.0,-2.3076,2.3076,2.3076
2022-23,FAIL,11,safe,entered,538,0.1656,0.1481,0.1656,1.0,-1.4516,2.4516,2.286
2022-23,FAIL,11,safe,left,209,0.0,0.0,0.0,0.0,-2.3076,2.3076,2.3076
2022-23,FAIL,12,balanced,entered,261,0.8508,0.8508,0.8508,0.0,-3.316,3.316,2.4652
2022-23,FAIL,12,balanced,entered,264,0.932,0.932,0.932,8.0,4.7356,3.2644,2.3324
2022-23,FAIL,12,balanced,entered,366,0.1532,0.1532,0.1532,5.0,2.358,2.642,2.4888
2022-23,FAIL,12,balanced,entered,465,0.5372,0.5372,0.5372,0.0,-2.9556,2.9556,2.4184
2022-23,FAIL,12,balanced,entered,84,0.352,0.352,0.352,0.0,-2.5996,2.5996,2.2476
2022-23,FAIL,12,balanced,left,680,0.0,0.0,0.0,0.0,-2.7748,2.7748,2.7748
2022-23,FAIL,12,balanced,left,333,0.0036,0.0036,0.0036,11.0,8.4524,2.5476,2.544
2022-23,FAIL,12,balanced,left,116,0.3148,0.3148,0.3148,2.0,-0.824,2.824,2.5092
2022-23,FAIL,12,balanced,left,342,-0.142,-0.142,-0.142,6.0,3.4072,2.5928,2.7348
2022-23,FAIL,12,balanced,left,377,0.0,0.0,0.0,7.0,4.4712,2.5288,2.5288
2022-23,FAIL,12,safe,entered,264,0.932,0.5356,0.932,8.0,4.7356,3.2644,2.3324
2022-23,FAIL,12,safe,entered,465,0.5372,0.3051,0.5372,0.0,-2.9556,2.9556,2.4184
2022-23,FAIL,12,safe,entered,2,0.0,0.0,0.0,11.0,7.6352,3.3648,3.3648
2022-23,FAIL,12,safe,entered,261,0.8508,0.4756,0.8508,0.0,-3.316,3.316,2.4652
2022-23,FAIL,12,safe,left,680,0.0,0.0,0.0,0.0,-2.7748,2.7748,2.7748
2022-23,FAIL,12,safe,left,281,0.0368,0.0114,0.0368,15.0,11.5308,3.4692,3.4324
2022-23,FAIL,12,safe,left,116,0.3148,0.1631,0.3148,2.0,-0.824,2.824,2.5092
2022-23,FAIL,12,safe,left,86,0.02,-0.0514,0.02,3.0,0.5656,2.4344,2.4144
2022-23,FAIL,13,balanced,entered,288,0.8268,0.8268,0.8268,0.0,-3.1564,3.1564,2.3296
2022-23,FAIL,13,balanced,entered,357,0.652,0.652,0.652,2.0,-1.1132,3.1132,2.4612
2022-23,FAIL,13,balanced,entered,166,0.5192,0.5192,0.5192,2.0,-0.3456,2.3456,1.8264
2022-23,FAIL,13,balanced,entered,171,0.7948,0.7948,0.7948,2.0,-0.7164,2.7164,1.9216
2022-23,FAIL,13,balanced,entered,141,0.718,0.718,0.718,2.0,-0.9716,2.9716,2.2536
2022-23,FAIL,13,balanced,entered,81,-0.0084,-0.0084,-0.0084,2.0,-1.4616,3.4616,3.47
2022-23,FAIL,13,balanced,entered,465,0.6448,0.6448,0.6448,3.0,-0.18,3.18,2.5352
2022-23,FAIL,13,balanced,entered,374,0.6676,0.6676,0.6676,2.0,-0.8396,2.8396,2.172
2022-23,FAIL,13,balanced,left,484,-0.014,-0.014,-0.014,0.0,-2.502,2.502,2.516
2022-23,FAIL,13,balanced,left,518,0.0,0.0,0.0,0.0,-3.3412,3.3412,3.3412
2022-23,FAIL,13,balanced,left,617,0.0,0.0,0.0,2.0,-0.708,2.708,2.708
2022-23,FAIL,13,balanced,left,589,0.0,0.0,0.0,2.0,-0.1492,2.1492,2.1492
2022-23,FAIL,13,balanced,left,467,0.0632,0.0632,0.0632,3.0,0.8136,2.1864,2.1232
2022-23,FAIL,13,balanced,left,211,0.0,0.0,0.0,6.0,4.0916,1.9084,1.9084
2022-23,FAIL,13,balanced,left,475,0.0,0.0,0.0,6.0,3.4296,2.5704,2.5704
2022-23,FAIL,13,balanced,left,318,0.0,0.0,0.0,13.0,9.6756,3.3244,3.3244
2022-23,FAIL,13,safe,entered,288,0.8268,0.503,0.8268,0.0,-3.1564,3.1564,2.3296
2022-23,FAIL,13,safe,entered,66,0.0,0.0,0.0,1.0,-1.314,2.314,2.314
2022-23,FAIL,13,safe,entered,357,0.652,0.2873,0.652,2.0,-1.1132,3.1132,2.4612
2022-23,FAIL,13,safe,entered,141,0.718,0.3404,0.718,2.0,-0.9716,2.9716,2.2536
2022-23,FAIL,13,safe,entered,374,0.6676,0.29,0.6676,2.0,-0.8396,2.8396,2.172
2022-23,FAIL,13,safe,entered,283,0.7196,0.3985,0.7196,2.0,-1.7452,3.7452,3.0256
2022-23,FAIL,13,safe,left,484,-0.014,-0.0143,-0.014,0.0,-2.502,2.502,2.516
2022-23,FAIL,13,safe,left,104,0.1224,0.0759,0.1224,1.0,-1.5592,2.5592,2.4368
2022-23,FAIL,13,safe,left,427,0.124,0.0684,0.124,8.0,4.9732,3.0268,2.9028
2022-23,FAIL,13,safe,left,467,0.0632,0.0516,0.0632,3.0,0.8136,2.1864,2.1232
2022-23,FAIL,13,safe,left,475,0.0,0.0,0.0,6.0,3.4296,2.5704,2.5704
2022-23,FAIL,13,safe,left,318,0.0,0.0,0.0,13.0,9.6756,3.3244,3.3244
2022-23,FAIL,14,balanced,entered,288,1.1636,1.1636,1.1636,0.0,-3.77,3.77,2.6064
2022-23,FAIL,14,balanced,entered,257,0.0336,0.0336,0.0336,2.0,-0.5636,2.5636,2.53
2022-23,FAIL,14,balanced,entered,261,0.838,0.838,0.838,2.0,-1.2036,3.2036,2.3656
2022-23,FAIL,14,balanced,entered,518,0.0,0.0,0.0,0.0,-2.92,2.92,2.92
2022-23,FAIL,14,balanced,entered,39,0.1328,0.1328,0.1328,0.0,-2.17,2.17,2.0372
2022-23,FAIL,14,balanced,entered,166,0.6292,0.6292,0.6292,6.0,3.4932,2.5068,1.8776
2022-23,FAIL,14,balanced,entered,428,0.5484,0.5484,0.5484,2.0,-1.2224,3.2224,2.674
2022-23,FAIL,14,balanced,entered,374,0.8988,0.8988,0.8988,3.0,-0.1712,3.1712,2.2724
2022-23,FAIL,14,balanced,left,576,0.0,0.0,0.0,1.0,-1.6296,2.6296,2.6296
2022-23,FAIL,14,balanced,left,2,0.0,0.0,0.0,10.0,6.3396,3.6604,3.6604
2022-23,FAIL,14,balanced,left,66,0.0,0.0,0.0,2.0,-0.3428,2.3428,2.3428
2022-23,FAIL,14,balanced,left,680,0.0,0.0,0.0,0.0,-2.8064,2.8064,2.8064
2022-23,FAIL,14,balanced,left,169,0.1668,0.1668,0.1668,3.0,0.2308,2.7692,2.6024
2022-23,FAIL,14,balanced,left,427,0.1592,0.1592,0.1592,1.0,-1.9044,2.9044,2.7452
2022-23,FAIL,14,balanced,left,369,-0.1856,-0.1856,-0.1856,12.0,9.6216,2.3784,2.564
2022-23,FAIL,14,balanced,left,342,0.0052,0.0052,0.0052,9.0,6.4004,2.5996,2.5944
2022-23,FAIL,14,safe,entered,288,1.1636,0.7354,1.1636,0.0,-3.77,3.77,2.6064
2022-23,FAIL,14,safe,entered,261,0.838,0.5156,0.838,2.0,-1.2036,3.2036,2.3656
2022-23,FAIL,14,safe,entered,6,0.1904,0.065,0.1904,9.0,6.5764,2.4236,2.2332
